subject,activity,feat_domain,feat_acceleration,feat_instru,feat_jerk,feat_magnitude,feat_var,feat_axis,count,average
21,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,45,0.063205315
21,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,Mean,X,47,0.062608689
21,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,Mean,Y,47,-0.155622431
21,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,Mean,Z,47,-0.005468298
21,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,StD,X,47,-0.531909419
21,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,StD,Y,47,-0.463136841
21,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,StD,Z,47,0.051715542
21,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,47,-0.168982721
21,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,Magnitude,StD,NA,47,-0.420236003
21,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,Mean,X,47,-0.144351493
21,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,Mean,Y,47,-0.013202277
21,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,Mean,Z,47,-0.006940664
21,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,StD,X,47,-0.573541839
21,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,StD,Y,47,-0.604469604
21,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,StD,Z,47,-0.564149245
21,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,47,-0.577935643
21,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,47,-0.647723419
21,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,Mean,X,47,0.265194545
21,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,Mean,Y,47,-0.02372187
21,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,Mean,Z,47,-0.125414265
21,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,StD,X,47,-0.240808282
21,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,StD,Y,47,0.109787469
21,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,StD,Z,47,-0.219707929
21,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,47,-0.081045319
21,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,Magnitude,StD,NA,47,-0.278474284
21,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,Mean,X,47,0.104034223
21,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,Mean,Y,47,-0.015629007
21,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,Mean,Z,47,-0.036011547
21,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,StD,X,47,-0.424052015
21,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,StD,Y,47,-0.203209666
21,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,StD,Z,47,-0.56205235
21,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,47,-0.355047694
21,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,47,-0.404183876
21,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,Mean,X,47,0.781177211
21,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,Mean,Y,47,-0.432309617
21,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,Mean,Z,47,-0.309735039
21,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,StD,X,47,-0.940911636
21,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,StD,Y,47,-0.941523624
21,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,StD,Z,47,-0.932716254
21,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,47,-0.081045319
21,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,47,-0.278474284
21,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,Mean,X,47,-0.446974007
21,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,Mean,Y,47,-0.446691582
21,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,Mean,Z,47,-0.155762355
21,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,StD,X,47,-0.560968049
21,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,StD,Y,47,-0.478299637
21,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,StD,Z,47,0.013091635
21,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,Magnitude,Mean,NA,47,-0.475369887
21,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,Magnitude,StD,NA,47,-0.483407096
21,WALKING_UPSTAIRS,Freq,NA,Gyroscope,Jerk,Magnitude,Mean,NA,47,-0.628915749
21,WALKING_UPSTAIRS,Freq,NA,Gyroscope,Jerk,Magnitude,StD,NA,47,-0.70098041
21,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,X,47,-0.31916934
21,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,Y,47,0.022159866
21,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,Z,47,-0.321712974
21,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,X,47,-0.213184048
21,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,Y,47,0.082343428
21,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,Z,47,-0.227164173
21,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,Magnitude,Mean,NA,47,-0.257894449
21,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,Magnitude,StD,NA,47,-0.403357612
21,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,X,47,-0.43683958
21,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,Y,47,-0.205067301
21,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,Z,47,-0.519815171
21,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,X,47,-0.462972849
21,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,Y,47,-0.261261053
21,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,Z,47,-0.603127367
21,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,47,-0.355443707
21,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,47,-0.47772185
22,LAYING,Time,NA,Gyroscope,NA,NA,Mean,X,72,-0.020831137
22,LAYING,Time,NA,Gyroscope,NA,NA,Mean,Y,72,-0.092572312
22,LAYING,Time,NA,Gyroscope,NA,NA,Mean,Z,72,0.145003879
22,LAYING,Time,NA,Gyroscope,NA,NA,StD,X,72,-0.956641906
22,LAYING,Time,NA,Gyroscope,NA,NA,StD,Y,72,-0.961884963
22,LAYING,Time,NA,Gyroscope,NA,NA,StD,Z,72,-0.933251871
22,LAYING,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,72,-0.926616373
22,LAYING,Time,NA,Gyroscope,NA,Magnitude,StD,NA,72,-0.923911566
22,LAYING,Time,NA,Gyroscope,Jerk,NA,Mean,X,72,-0.100203935
22,LAYING,Time,NA,Gyroscope,Jerk,NA,Mean,Y,72,-0.037608731
22,LAYING,Time,NA,Gyroscope,Jerk,NA,Mean,Z,72,-0.070272357
22,LAYING,Time,NA,Gyroscope,Jerk,NA,StD,X,72,-0.972092603
22,LAYING,Time,NA,Gyroscope,Jerk,NA,StD,Y,72,-0.980484171
22,LAYING,Time,NA,Gyroscope,Jerk,NA,StD,Z,72,-0.978636302
22,LAYING,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,72,-0.981716936
22,LAYING,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,72,-0.974201691
22,LAYING,Time,Body,Accelerometer,NA,NA,Mean,X,72,0.279959721
22,LAYING,Time,Body,Accelerometer,NA,NA,Mean,Y,72,-0.014262986
22,LAYING,Time,Body,Accelerometer,NA,NA,Mean,Z,72,-0.110800925
22,LAYING,Time,Body,Accelerometer,NA,NA,StD,X,72,-0.947735252
22,LAYING,Time,Body,Accelerometer,NA,NA,StD,Y,72,-0.913276302
22,LAYING,Time,Body,Accelerometer,NA,NA,StD,Z,72,-0.942945808
22,LAYING,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,72,-0.934993799
22,LAYING,Time,Body,Accelerometer,NA,Magnitude,StD,NA,72,-0.909407761
22,LAYING,Time,Body,Accelerometer,Jerk,NA,Mean,X,72,0.075220224
22,LAYING,Time,Body,Accelerometer,Jerk,NA,Mean,Y,72,0.004598348
22,LAYING,Time,Body,Accelerometer,Jerk,NA,Mean,Z,72,-0.004674387
22,LAYING,Time,Body,Accelerometer,Jerk,NA,StD,X,72,-0.970355192
22,LAYING,Time,Body,Accelerometer,Jerk,NA,StD,Y,72,-0.955151527
22,LAYING,Time,Body,Accelerometer,Jerk,NA,StD,Z,72,-0.974527012
22,LAYING,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,72,-0.971169779
22,LAYING,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,72,-0.959849822
22,LAYING,Time,Gravity,Accelerometer,NA,NA,Mean,X,72,-0.418494577
22,LAYING,Time,Gravity,Accelerometer,NA,NA,Mean,Y,72,0.632484076
22,LAYING,Time,Gravity,Accelerometer,NA,NA,Mean,Z,72,0.771903907
22,LAYING,Time,Gravity,Accelerometer,NA,NA,StD,X,72,-0.928781249
22,LAYING,Time,Gravity,Accelerometer,NA,NA,StD,Y,72,-0.958826939
22,LAYING,Time,Gravity,Accelerometer,NA,NA,StD,Z,72,-0.952435389
22,LAYING,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,72,-0.934993799
22,LAYING,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,72,-0.909407761
22,LAYING,Freq,NA,Gyroscope,NA,NA,Mean,X,72,-0.95336692
22,LAYING,Freq,NA,Gyroscope,NA,NA,Mean,Y,72,-0.964698259
22,LAYING,Freq,NA,Gyroscope,NA,NA,Mean,Z,72,-0.94257024
22,LAYING,Freq,NA,Gyroscope,NA,NA,StD,X,72,-0.958030987
22,LAYING,Freq,NA,Gyroscope,NA,NA,StD,Y,72,-0.960711255
22,LAYING,Freq,NA,Gyroscope,NA,NA,StD,Z,72,-0.936965639
22,LAYING,Freq,NA,Gyroscope,NA,Magnitude,Mean,NA,72,-0.946055841
22,LAYING,Freq,NA,Gyroscope,NA,Magnitude,StD,NA,72,-0.923552358
22,LAYING,Freq,NA,Gyroscope,Jerk,Magnitude,Mean,NA,72,-0.976638981
22,LAYING,Freq,NA,Gyroscope,Jerk,Magnitude,StD,NA,72,-0.972789021
22,LAYING,Freq,Body,Accelerometer,NA,NA,Mean,X,72,-0.953758543
22,LAYING,Freq,Body,Accelerometer,NA,NA,Mean,Y,72,-0.925524703
22,LAYING,Freq,Body,Accelerometer,NA,NA,Mean,Z,72,-0.954219236
22,LAYING,Freq,Body,Accelerometer,NA,NA,StD,X,72,-0.945656808
22,LAYING,Freq,Body,Accelerometer,NA,NA,StD,Y,72,-0.912562857
22,LAYING,Freq,Body,Accelerometer,NA,NA,StD,Z,72,-0.941163951
22,LAYING,Freq,Body,Accelerometer,NA,Magnitude,Mean,NA,72,-0.929818991
22,LAYING,Freq,Body,Accelerometer,NA,Magnitude,StD,NA,72,-0.913267251
22,LAYING,Freq,Body,Accelerometer,Jerk,NA,Mean,X,72,-0.969570327
22,LAYING,Freq,Body,Accelerometer,Jerk,NA,Mean,Y,72,-0.954833264
22,LAYING,Freq,Body,Accelerometer,Jerk,NA,Mean,Z,72,-0.970918942
22,LAYING,Freq,Body,Accelerometer,Jerk,NA,StD,X,72,-0.974126068
22,LAYING,Freq,Body,Accelerometer,Jerk,NA,StD,Y,72,-0.958960958
22,LAYING,Freq,Body,Accelerometer,Jerk,NA,StD,Z,72,-0.976833164
22,LAYING,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,72,-0.962654792
22,LAYING,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,72,-0.955635614
22,SITTING,Time,NA,Gyroscope,NA,NA,Mean,X,62,-0.036043068
22,SITTING,Time,NA,Gyroscope,NA,NA,Mean,Y,62,-0.079361744
22,SITTING,Time,NA,Gyroscope,NA,NA,Mean,Z,62,0.080442678
22,SITTING,Time,NA,Gyroscope,NA,NA,StD,X,62,-0.981099172
22,SITTING,Time,NA,Gyroscope,NA,NA,StD,Y,62,-0.950173479
22,SITTING,Time,NA,Gyroscope,NA,NA,StD,Z,62,-0.946501418
22,SITTING,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,62,-0.942077433
22,SITTING,Time,NA,Gyroscope,NA,Magnitude,StD,NA,62,-0.933268487
22,SITTING,Time,NA,Gyroscope,Jerk,NA,Mean,X,62,-0.098649316
22,SITTING,Time,NA,Gyroscope,Jerk,NA,Mean,Y,62,-0.042340982
22,SITTING,Time,NA,Gyroscope,Jerk,NA,Mean,Z,62,-0.051719399
22,SITTING,Time,NA,Gyroscope,Jerk,NA,StD,X,62,-0.98567125
22,SITTING,Time,NA,Gyroscope,Jerk,NA,StD,Y,62,-0.980275619
22,SITTING,Time,NA,Gyroscope,Jerk,NA,StD,Z,62,-0.979544105
22,SITTING,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,62,-0.985476035
22,SITTING,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,62,-0.976503766
22,SITTING,Time,Body,Accelerometer,NA,NA,Mean,X,62,0.273583823
22,SITTING,Time,Body,Accelerometer,NA,NA,Mean,Y,62,-0.012346845
22,SITTING,Time,Body,Accelerometer,NA,NA,Mean,Z,62,-0.10582737
22,SITTING,Time,Body,Accelerometer,NA,NA,StD,X,62,-0.978466824
22,SITTING,Time,Body,Accelerometer,NA,NA,StD,Y,62,-0.928059134
22,SITTING,Time,Body,Accelerometer,NA,NA,StD,Z,62,-0.917564854
22,SITTING,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,62,-0.942167354
22,SITTING,Time,Body,Accelerometer,NA,Magnitude,StD,NA,62,-0.924336184
22,SITTING,Time,Body,Accelerometer,Jerk,NA,Mean,X,62,0.080768731
22,SITTING,Time,Body,Accelerometer,Jerk,NA,Mean,Y,62,-0.000842715
22,SITTING,Time,Body,Accelerometer,Jerk,NA,Mean,Z,62,-0.012685248
22,SITTING,Time,Body,Accelerometer,Jerk,NA,StD,X,62,-0.981664149
22,SITTING,Time,Body,Accelerometer,Jerk,NA,StD,Y,62,-0.964782832
22,SITTING,Time,Body,Accelerometer,Jerk,NA,StD,Z,62,-0.978928356
22,SITTING,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,62,-0.979303714
22,SITTING,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,62,-0.968576777
22,SITTING,Time,Gravity,Accelerometer,NA,NA,Mean,X,62,0.839305929
22,SITTING,Time,Gravity,Accelerometer,NA,NA,Mean,Y,62,0.208553884
22,SITTING,Time,Gravity,Accelerometer,NA,NA,Mean,Z,62,0.315551492
22,SITTING,Time,Gravity,Accelerometer,NA,NA,StD,X,62,-0.972009989
22,SITTING,Time,Gravity,Accelerometer,NA,NA,StD,Y,62,-0.954225015
22,SITTING,Time,Gravity,Accelerometer,NA,NA,StD,Z,62,-0.92795065
22,SITTING,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,62,-0.942167354
22,SITTING,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,62,-0.924336184
22,SITTING,Freq,NA,Gyroscope,NA,NA,Mean,X,62,-0.977266731
22,SITTING,Freq,NA,Gyroscope,NA,NA,Mean,Y,62,-0.959161754
22,SITTING,Freq,NA,Gyroscope,NA,NA,Mean,Z,62,-0.948367052
22,SITTING,Freq,NA,Gyroscope,NA,NA,StD,X,62,-0.982373346
22,SITTING,Freq,NA,Gyroscope,NA,NA,StD,Y,62,-0.946107944
22,SITTING,Freq,NA,Gyroscope,NA,NA,StD,Z,62,-0.951045695
22,SITTING,Freq,NA,Gyroscope,NA,Magnitude,Mean,NA,62,-0.951952767
22,SITTING,Freq,NA,Gyroscope,NA,Magnitude,StD,NA,62,-0.93356301
22,SITTING,Freq,NA,Gyroscope,Jerk,Magnitude,Mean,NA,62,-0.977775448
22,SITTING,Freq,NA,Gyroscope,Jerk,Magnitude,StD,NA,62,-0.976318115
22,SITTING,Freq,Body,Accelerometer,NA,NA,Mean,X,62,-0.978505368
22,SITTING,Freq,Body,Accelerometer,NA,NA,Mean,Y,62,-0.939546008
22,SITTING,Freq,Body,Accelerometer,NA,NA,Mean,Z,62,-0.946635312
22,SITTING,Freq,Body,Accelerometer,NA,NA,StD,X,62,-0.97862319
22,SITTING,Freq,Body,Accelerometer,NA,NA,StD,Y,62,-0.926995253
22,SITTING,Freq,Body,Accelerometer,NA,NA,StD,Z,62,-0.909344306
22,SITTING,Freq,Body,Accelerometer,NA,Magnitude,Mean,NA,62,-0.943078237
22,SITTING,Freq,Body,Accelerometer,NA,Magnitude,StD,NA,62,-0.92679803
22,SITTING,Freq,Body,Accelerometer,Jerk,NA,Mean,X,62,-0.980944506
22,SITTING,Freq,Body,Accelerometer,Jerk,NA,Mean,Y,62,-0.963129473
22,SITTING,Freq,Body,Accelerometer,Jerk,NA,Mean,Z,62,-0.975330719
22,SITTING,Freq,Body,Accelerometer,Jerk,NA,StD,X,62,-0.984299609
22,SITTING,Freq,Body,Accelerometer,Jerk,NA,StD,Y,62,-0.969776055
22,SITTING,Freq,Body,Accelerometer,Jerk,NA,StD,Z,62,-0.981272224
22,SITTING,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,62,-0.968908297
22,SITTING,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,62,-0.967026276
22,STANDING,Time,NA,Gyroscope,NA,NA,Mean,X,63,-0.027520176
22,STANDING,Time,NA,Gyroscope,NA,NA,Mean,Y,63,-0.069006769
22,STANDING,Time,NA,Gyroscope,NA,NA,Mean,Z,63,0.073346656
22,STANDING,Time,NA,Gyroscope,NA,NA,StD,X,63,-0.917837043
22,STANDING,Time,NA,Gyroscope,NA,NA,StD,Y,63,-0.964714673
22,STANDING,Time,NA,Gyroscope,NA,NA,StD,Z,63,-0.96058251
22,STANDING,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,63,-0.931624304
22,STANDING,Time,NA,Gyroscope,NA,Magnitude,StD,NA,63,-0.900776556
22,STANDING,Time,NA,Gyroscope,Jerk,NA,Mean,X,63,-0.097501347
22,STANDING,Time,NA,Gyroscope,Jerk,NA,Mean,Y,63,-0.042099873
22,STANDING,Time,NA,Gyroscope,Jerk,NA,Mean,Z,63,-0.051317925
22,STANDING,Time,NA,Gyroscope,Jerk,NA,StD,X,63,-0.949716029
22,STANDING,Time,NA,Gyroscope,Jerk,NA,StD,Y,63,-0.984900134
22,STANDING,Time,NA,Gyroscope,Jerk,NA,StD,Z,63,-0.979753572
22,STANDING,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,63,-0.978603529
22,STANDING,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,63,-0.966086148
22,STANDING,Time,Body,Accelerometer,NA,NA,Mean,X,63,0.279053862
22,STANDING,Time,Body,Accelerometer,NA,NA,Mean,Y,63,-0.015856321
22,STANDING,Time,Body,Accelerometer,NA,NA,Mean,Z,63,-0.104967424
22,STANDING,Time,Body,Accelerometer,NA,NA,StD,X,63,-0.985000527
22,STANDING,Time,Body,Accelerometer,NA,NA,StD,Y,63,-0.922693288
22,STANDING,Time,Body,Accelerometer,NA,NA,StD,Z,63,-0.942201655
22,STANDING,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,63,-0.954807661
22,STANDING,Time,Body,Accelerometer,NA,Magnitude,StD,NA,63,-0.939866315
22,STANDING,Time,Body,Accelerometer,Jerk,NA,Mean,X,63,0.075232289
22,STANDING,Time,Body,Accelerometer,Jerk,NA,Mean,Y,63,0.010728696
22,STANDING,Time,Body,Accelerometer,Jerk,NA,Mean,Z,63,-0.006262917
22,STANDING,Time,Body,Accelerometer,Jerk,NA,StD,X,63,-0.975639081
22,STANDING,Time,Body,Accelerometer,Jerk,NA,StD,Y,63,-0.952303494
22,STANDING,Time,Body,Accelerometer,Jerk,NA,StD,Z,63,-0.981478065
22,STANDING,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,63,-0.975876007
22,STANDING,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,63,-0.958825095
22,STANDING,Time,Gravity,Accelerometer,NA,NA,Mean,X,63,0.954064298
22,STANDING,Time,Gravity,Accelerometer,NA,NA,Mean,Y,63,-0.226418774
22,STANDING,Time,Gravity,Accelerometer,NA,NA,Mean,Z,63,0.032382498
22,STANDING,Time,Gravity,Accelerometer,NA,NA,StD,X,63,-0.992827298
22,STANDING,Time,Gravity,Accelerometer,NA,NA,StD,Y,63,-0.971080743
22,STANDING,Time,Gravity,Accelerometer,NA,NA,StD,Z,63,-0.958890202
22,STANDING,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,63,-0.954807661
22,STANDING,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,63,-0.939866315
22,STANDING,Freq,NA,Gyroscope,NA,NA,Mean,X,63,-0.917018099
22,STANDING,Freq,NA,Gyroscope,NA,NA,Mean,Y,63,-0.97068244
22,STANDING,Freq,NA,Gyroscope,NA,NA,Mean,Z,63,-0.962327765
22,STANDING,Freq,NA,Gyroscope,NA,NA,StD,X,63,-0.919851782
22,STANDING,Freq,NA,Gyroscope,NA,NA,StD,Y,63,-0.962172737
22,STANDING,Freq,NA,Gyroscope,NA,NA,StD,Z,63,-0.963652779
22,STANDING,Freq,NA,Gyroscope,NA,Magnitude,Mean,NA,63,-0.932065271
22,STANDING,Freq,NA,Gyroscope,NA,Magnitude,StD,NA,63,-0.900222411
22,STANDING,Freq,NA,Gyroscope,Jerk,Magnitude,Mean,NA,63,-0.968377798
22,STANDING,Freq,NA,Gyroscope,Jerk,Magnitude,StD,NA,63,-0.965344727
22,STANDING,Freq,Body,Accelerometer,NA,NA,Mean,X,63,-0.980373909
22,STANDING,Freq,Body,Accelerometer,NA,NA,Mean,Y,63,-0.929161388
22,STANDING,Freq,Body,Accelerometer,NA,NA,Mean,Z,63,-0.957101794
22,STANDING,Freq,Body,Accelerometer,NA,NA,StD,X,63,-0.987400306
22,STANDING,Freq,Body,Accelerometer,NA,NA,StD,Y,63,-0.923657558
22,STANDING,Freq,Body,Accelerometer,NA,NA,StD,Z,63,-0.938409885
22,STANDING,Freq,Body,Accelerometer,NA,Magnitude,Mean,NA,63,-0.949044483
22,STANDING,Freq,Body,Accelerometer,NA,Magnitude,StD,NA,63,-0.943739135
22,STANDING,Freq,Body,Accelerometer,Jerk,NA,Mean,X,63,-0.974969215
22,STANDING,Freq,Body,Accelerometer,Jerk,NA,Mean,Y,63,-0.952141454
22,STANDING,Freq,Body,Accelerometer,Jerk,NA,Mean,Z,63,-0.977567431
22,STANDING,Freq,Body,Accelerometer,Jerk,NA,StD,X,63,-0.978773001
22,STANDING,Freq,Body,Accelerometer,Jerk,NA,StD,Y,63,-0.956169964
22,STANDING,Freq,Body,Accelerometer,Jerk,NA,StD,Z,63,-0.984305238
22,STANDING,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,63,-0.959743878
22,STANDING,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,63,-0.95665396
22,WALKING,Time,NA,Gyroscope,NA,NA,Mean,X,46,0.000777157
22,WALKING,Time,NA,Gyroscope,NA,NA,Mean,Y,46,-0.096088073
22,WALKING,Time,NA,Gyroscope,NA,NA,Mean,Z,46,0.077526659
22,WALKING,Time,NA,Gyroscope,NA,NA,StD,X,46,-0.318537866
22,WALKING,Time,NA,Gyroscope,NA,NA,StD,Y,46,-0.486322107
22,WALKING,Time,NA,Gyroscope,NA,NA,StD,Z,46,-0.151439515
22,WALKING,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,46,-0.210608044
22,WALKING,Time,NA,Gyroscope,NA,Magnitude,StD,NA,46,-0.390775684
22,WALKING,Time,NA,Gyroscope,Jerk,NA,Mean,X,46,-0.132977562
22,WALKING,Time,NA,Gyroscope,Jerk,NA,Mean,Y,46,-0.03219107
22,WALKING,Time,NA,Gyroscope,Jerk,NA,Mean,Z,46,-0.056981246
22,WALKING,Time,NA,Gyroscope,Jerk,NA,StD,X,46,-0.226656402
22,WALKING,Time,NA,Gyroscope,Jerk,NA,StD,Y,46,-0.651875469
22,WALKING,Time,NA,Gyroscope,Jerk,NA,StD,Z,46,-0.234278151
22,WALKING,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,46,-0.461999529
22,WALKING,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,46,-0.503106312
22,WALKING,Time,Body,Accelerometer,NA,NA,Mean,X,46,0.27886459
22,WALKING,Time,Body,Accelerometer,NA,NA,Mean,Y,46,-0.016721361
22,WALKING,Time,Body,Accelerometer,NA,NA,Mean,Z,46,-0.107112511
22,WALKING,Time,Body,Accelerometer,NA,NA,StD,X,46,-0.008659219
22,WALKING,Time,Body,Accelerometer,NA,NA,StD,Y,46,0.100384246
22,WALKING,Time,Body,Accelerometer,NA,NA,StD,Z,46,-0.213351969
22,WALKING,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,46,0.072241912
22,WALKING,Time,Body,Accelerometer,NA,Magnitude,StD,NA,46,-0.161591787
22,WALKING,Time,Body,Accelerometer,Jerk,NA,Mean,X,46,0.062777763
22,WALKING,Time,Body,Accelerometer,Jerk,NA,Mean,Y,46,0.035674634
22,WALKING,Time,Body,Accelerometer,Jerk,NA,Mean,Z,46,0.004436914
22,WALKING,Time,Body,Accelerometer,Jerk,NA,StD,X,46,0.035878709
22,WALKING,Time,Body,Accelerometer,Jerk,NA,StD,Y,46,0.22554229
22,WALKING,Time,Body,Accelerometer,Jerk,NA,StD,Z,46,-0.313155903
22,WALKING,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,46,0.022919967
22,WALKING,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,46,0.111532925
22,WALKING,Time,Gravity,Accelerometer,NA,NA,Mean,X,46,0.93609641
22,WALKING,Time,Gravity,Accelerometer,NA,NA,Mean,Y,46,-0.259644937
22,WALKING,Time,Gravity,Accelerometer,NA,NA,Mean,Z,46,0.023378006
22,WALKING,Time,Gravity,Accelerometer,NA,NA,StD,X,46,-0.969643448
22,WALKING,Time,Gravity,Accelerometer,NA,NA,StD,Y,46,-0.96363934
22,WALKING,Time,Gravity,Accelerometer,NA,NA,StD,Z,46,-0.955147847
22,WALKING,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,46,0.072241912
22,WALKING,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,46,-0.161591787
22,WALKING,Freq,NA,Gyroscope,NA,NA,Mean,X,46,-0.144648652
22,WALKING,Freq,NA,Gyroscope,NA,NA,Mean,Y,46,-0.501176902
